STATE,STATION,DATE,REPORT_TYPE,STATION.LATITUDE,STATION.LONGITUDE,DailyAverageDryBulbTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,POPULATION,STATE_AREA,STATE_DENSITY,MEDIAN_AGE,MEDIAN_HOUSEHOLD_INCOME,POVERTY_RATE,EMPLOYMENT_RATE
Arizona,PHOENIX,1/22/2020,SOD  ,33.43,-112,58,64,51,"7,171,646","113,563.60",63.151,38,"59,246",14,56.3
Arizona,PHOENIX,1/23/2020,SOD  ,33.43,-112,59,71,47,"7,171,646","113,564.60",63.15,38,"59,246",14,56.3
Arizona,PHOENIX,1/24/2020,SOD  ,33.43,-112,61,73,48,"7,171,646","113,565.60",63.15,38,"59,246",14,56.3
Arizona,PHOENIX,1/25/2020,SOD  ,33.43,-112,61,73,48,"7,171,646","113,566.60",63.149,38,"59,246",14,56.3
Arizona,PHOENIX,1/26/2020,SOD  ,33.43,-112,61,73,49,"7,171,646","113,567.60",63.149,38,"59,246",14,56.3
Arizona,PHOENIX,1/27/2020,SOD  ,33.43,-112,63,74,51,"7,171,646","113,568.60",63.148,38,"59,246",14,56.3
Arizona,PHOENIX,1/28/2020,SOD  ,33.43,-112,59,72,46,"7,171,646","113,569.60",63.148,38,"59,246",14,56.3
Arizona,PHOENIX,1/29/2020,SOD  ,33.43,-112,57,67,47,"7,171,646","113,570.60",63.147,38,"59,246",14,56.3
Arizona,PHOENIX,1/30/2020,SOD  ,33.43,-112,58,70,45,"7,171,646","113,571.60",63.146,38,"59,246",14,56.3
Arizona,PHOENIX,1/31/2020,SOD  ,33.43,-112,59,73,44,"7,171,646","113,572.60",63.146,38,"59,246",14,56.3
Arizona,PHOENIX,2/1/2020,SOD  ,33.43,-112,62,78,46,"7,171,646","113,573.60",63.145,38,"59,246",14,56.3
Arizona,PHOENIX,2/2/2020,SOD  ,33.43,-112,64,79,49,"7,171,646","113,574.60",63.145,38,"59,246",14,56.3
Arizona,PHOENIX,2/3/2020,SOD  ,33.43,-112,55,65,45,"7,171,646","113,575.60",63.144,38,"59,246",14,56.3
Arizona,PHOENIX,2/4/2020,SOD  ,33.43,-112,45,55,35,"7,171,646","113,576.60",63.144,38,"59,246",14,56.3
Arizona,PHOENIX,2/5/2020,SOD  ,33.43,-112,45,55,35,"7,171,646","113,577.60",63.143,38,"59,246",14,56.3
Arizona,PHOENIX,2/6/2020,SOD  ,33.43,-112,49,61,36,"7,171,646","113,578.60",63.143,38,"59,246",14,56.3
Arizona,PHOENIX,2/7/2020,SOD  ,33.43,-112,54,67,41,"7,171,646","113,579.60",63.142,38,"59,246",14,56.3
Arizona,PHOENIX,2/8/2020,SOD  ,33.43,-112,58,72,44,"7,171,646","113,580.60",63.141,38,"59,246",14,56.3
Arizona,PHOENIX,2/9/2020,SOD  ,33.43,-112,62,76,47,"7,171,646","113,581.60",63.141,38,"59,246",14,56.3
Arizona,PHOENIX,2/10/2020,SOD  ,33.43,-112,62,72,52,"7,171,646","113,582.60",63.14,38,"59,246",14,56.3
Arizona,PHOENIX,2/11/2020,SOD  ,33.43,-112,54,60,47,"7,171,646","113,583.60",63.14,38,"59,246",14,56.3
Arizona,PHOENIX,2/12/2020,SOD  ,33.43,-112,54,64,43,"7,171,646","113,584.60",63.139,38,"59,246",14,56.3
Arizona,PHOENIX,2/13/2020,SOD  ,33.43,-112,56,68,43,"7,171,646","113,585.60",63.139,38,"59,246",14,56.3
Arizona,PHOENIX,2/14/2020,SOD  ,33.43,-112,60,72,48,"7,171,646","113,586.60",63.138,38,"59,246",14,56.3
Arizona,PHOENIX,2/15/2020,SOD  ,33.43,-112,60,73,46,"7,171,646","113,587.60",63.138,38,"59,246",14,56.3
Arizona,PHOENIX,2/16/2020,SOD  ,33.43,-112,60,74,46,"7,171,646","113,588.60",63.137,38,"59,246",14,56.3
Arizona,PHOENIX,2/17/2020,SOD  ,33.43,-112,63,76,49,"7,171,646","113,589.60",63.136,38,"59,246",14,56.3
Arizona,PHOENIX,2/18/2020,SOD  ,33.43,-112,65,79,51,"7,171,646","113,590.60",63.136,38,"59,246",14,56.3
Arizona,PHOENIX,2/19/2020,SOD  ,33.43,-112,66,79,53,"7,171,646","113,591.60",63.135,38,"59,246",14,56.3
Arizona,PHOENIX,2/20/2020,SOD  ,33.43,-112,67,82,51,"7,171,646","113,592.60",63.135,38,"59,246",14,56.3
Arizona,PHOENIX,2/21/2020,SOD  ,33.43,-112,70,77,62,"7,171,646","113,593.60",63.134,38,"59,246",14,56.3
Arizona,PHOENIX,2/22/2020,SOD  ,33.43,-112,63,69,56,"7,171,646","113,594.60",63.134,38,"59,246",14,56.3
Arizona,PHOENIX,2/23/2020,SOD  ,33.43,-112,57,64,49,"7,171,646","113,595.60",63.133,38,"59,246",14,56.3
Arizona,PHOENIX,2/24/2020,SOD  ,33.43,-112,60,71,49,"7,171,646","113,596.60",63.133,38,"59,246",14,56.3
Arizona,PHOENIX,2/25/2020,SOD  ,33.43,-112,58,68,47,"7,171,646","113,597.60",63.132,38,"59,246",14,56.3
Arizona,PHOENIX,2/26/2020,SOD  ,33.43,-112,57,67,46,"7,171,646","113,598.60",63.131,38,"59,246",14,56.3
Arizona,PHOENIX,2/27/2020,SOD  ,33.43,-112,61,77,45,"7,171,646","113,599.60",63.131,38,"59,246",14,56.3
Arizona,PHOENIX,2/28/2020,SOD  ,33.43,-112,64,77,51,"7,171,646","113,600.60",63.13,38,"59,246",14,56.3
Arizona,PHOENIX,2/29/2020,SOD  ,33.43,-112,65,79,51,"7,171,646","113,601.60",63.13,38,"59,246",14,56.3
Arizona,PHOENIX,3/1/2020,SOD  ,33.43,-112,65,77,53,"7,171,646","113,602.60",63.129,38,"59,246",14,56.3
Arizona,PHOENIX,3/2/2020,SOD  ,33.43,-112,60,70,50,"7,171,646","113,603.60",63.129,38,"59,246",14,56.3
Arizona,PHOENIX,3/3/2020,SOD  ,33.43,-112,64,76,52,"7,171,646","113,604.60",63.128,38,"59,246",14,56.3
Arizona,PHOENIX,3/4/2020,SOD  ,33.43,-112,63,75,51,"7,171,646","113,605.60",63.128,38,"59,246",14,56.3
Arizona,PHOENIX,3/5/2020,SOD  ,33.43,-112,69,84,54,"7,171,646","113,606.60",63.127,38,"59,246",14,56.3
Arizona,PHOENIX,3/6/2020,SOD  ,33.43,-112,73,86,59,"7,171,646","113,607.60",63.126,38,"59,246",14,56.3
Arizona,PHOENIX,3/7/2020,SOD  ,33.43,-112,73,85,60,"7,171,646","113,608.60",63.126,38,"59,246",14,56.3
Arizona,PHOENIX,3/8/2020,SOD  ,33.43,-112,68,75,61,"7,171,646","113,609.60",63.125,38,"59,246",14,56.3
Arizona,PHOENIX,3/9/2020,SOD  ,33.43,-112,67,79,55,"7,171,646","113,610.60",63.125,38,"59,246",14,56.3
Arizona,PHOENIX,3/10/2020,SOD  ,33.43,-112,67,73,60,"7,171,646","113,611.60",63.124,38,"59,246",14,56.3
Arizona,PHOENIX,3/11/2020,SOD  ,33.43,-112,64,66,61,"7,171,646","113,612.60",63.124,38,"59,246",14,56.3
Arizona,PHOENIX,3/12/2020,SOD  ,33.43,-112,64,71,57,"7,171,646","113,613.60",63.123,38,"59,246",14,56.3
Arizona,PHOENIX,3/13/2020,SOD  ,33.43,-112,60,66,53,"7,171,646","113,614.60",63.123,38,"59,246",14,56.3
Arizona,PHOENIX,3/14/2020,SOD  ,33.43,-112,62,73,50,"7,171,646","113,615.60",63.122,38,"59,246",14,56.3
Arizona,PHOENIX,3/15/2020,SOD  ,33.43,-112,65,77,53,"7,171,646","113,616.60",63.121,38,"59,246",14,56.3
Arizona,PHOENIX,3/16/2020,SOD  ,33.43,-112,66,78,53,"7,171,646","113,617.60",63.121,38,"59,246",14,56.3
Arizona,PHOENIX,3/17/2020,SOD  ,33.43,-112,67,75,58,"7,171,646","113,618.60",63.12,38,"59,246",14,56.3
Arizona,PHOENIX,3/18/2020,SOD  ,33.43,-112,60,69,50,"7,171,646","113,619.60",63.12,38,"59,246",14,56.3
Arizona,PHOENIX,3/19/2020,SOD  ,33.43,-112,57,65,49,"7,171,646","113,620.60",63.119,38,"59,246",14,56.3
Arizona,PHOENIX,3/20/2020,SOD  ,33.43,-112,60,71,48,"7,171,646","113,621.60",63.119,38,"59,246",14,56.3
Arizona,PHOENIX,3/21/2020,SOD  ,33.43,-112,64,75,52,"7,171,646","113,622.60",63.118,38,"59,246",14,56.3
Arizona,PHOENIX,3/22/2020,SOD  ,33.43,-112,64,73,55,"7,171,646","113,623.60",63.118,38,"59,246",14,56.3
Arizona,PHOENIX,3/23/2020,SOD  ,33.43,-112,68,77,59,"7,171,646","113,624.60",63.117,38,"59,246",14,56.3
Arizona,PHOENIX,3/24/2020,SOD  ,33.43,-112,66,77,55,"7,171,646","113,625.60",63.116,38,"59,246",14,56.3
Arizona,PHOENIX,3/25/2020,SOD  ,33.43,-112,66,77,55,"7,171,646","113,626.60",63.116,38,"59,246",14,56.3
Arizona,PHOENIX,3/26/2020,SOD  ,33.43,-112,65,70,59,"7,171,646","113,627.60",63.115,38,"59,246",14,56.3
Arizona,PHOENIX,3/27/2020,SOD  ,33.43,-112,59,66,52,"7,171,646","113,628.60",63.115,38,"59,246",14,56.3
Arizona,PHOENIX,3/28/2020,SOD  ,33.43,-112,59,71,47,"7,171,646","113,629.60",63.114,38,"59,246",14,56.3
Arizona,PHOENIX,3/29/2020,SOD  ,33.43,-112,65,77,53,"7,171,646","113,630.60",63.114,38,"59,246",14,56.3
Arizona,PHOENIX,3/30/2020,SOD  ,33.43,-112,65,77,53,"7,171,646","113,631.60",63.113,38,"59,246",14,56.3
Arizona,PHOENIX,3/31/2020,SOD  ,33.43,-112,67,79,55,"7,171,646","113,632.60",63.113,38,"59,246",14,56.3
Arizona,PHOENIX,4/1/2020,SOD  ,33.43,-112,73,85,60,"7,171,646","113,633.60",63.112,38,"59,246",14,56.3
Arizona,PHOENIX,4/2/2020,SOD  ,33.43,-112,71,85,57,"7,171,646","113,634.60",63.111,38,"59,246",14,56.3
Arizona,PHOENIX,4/3/2020,SOD  ,33.43,-112,71,84,57,"7,171,646","113,635.60",63.111,38,"59,246",14,56.3
Arizona,PHOENIX,4/4/2020,SOD  ,33.43,-112,71,84,57,"7,171,646","113,636.60",63.11,38,"59,246",14,56.3
Arizona,PHOENIX,4/5/2020,SOD  ,33.43,-112,72,86,58,"7,171,646","113,637.60",63.11,38,"59,246",14,56.3
Arizona,PHOENIX,4/6/2020,SOD  ,33.43,-112,72,85,58,"7,171,646","113,638.60",63.109,38,"59,246",14,56.3
Arizona,PHOENIX,4/7/2020,SOD  ,33.43,-112,70,84,56,"7,171,646","113,639.60",63.109,38,"59,246",14,56.3
Arizona,PHOENIX,4/8/2020,SOD  ,33.43,-112,71,83,58,"7,171,646","113,640.60",63.108,38,"59,246",14,56.3
Arizona,PHOENIX,4/9/2020,SOD  ,33.43,-112,64,74,54,"7,171,646","113,641.60",63.108,38,"59,246",14,56.3
Arizona,PHOENIX,4/10/2020,SOD  ,33.43,-112,66,79,53,"7,171,646","113,642.60",63.107,38,"59,246",14,56.3
Arizona,PHOENIX,4/11/2020,SOD  ,33.43,-112,64,71,57,"7,171,646","113,643.60",63.106,38,"59,246",14,56.3
Arizona,PHOENIX,4/12/2020,SOD  ,33.43,-112,65,77,52,"7,171,646","113,644.60",63.106,38,"59,246",14,56.3
Arizona,PHOENIX,4/13/2020,SOD  ,33.43,-112,69,78,59,"7,171,646","113,645.60",63.105,38,"59,246",14,56.3
Arizona,PHOENIX,4/14/2020,SOD  ,33.43,-112,70,80,59,"7,171,646","113,646.60",63.105,38,"59,246",14,56.3
Arizona,PHOENIX,4/15/2020,SOD  ,33.43,-112,69,83,55,"7,171,646","113,647.60",63.104,38,"59,246",14,56.3
Arizona,PHOENIX,4/16/2020,SOD  ,33.43,-112,71,86,56,"7,171,646","113,648.60",63.104,38,"59,246",14,56.3
Arizona,PHOENIX,4/17/2020,SOD  ,33.43,-112,74,89,58,"7,171,646","113,649.60",63.103,38,"59,246",14,56.3
Arizona,PHOENIX,4/18/2020,SOD  ,33.43,-112,69,80,58,"7,171,646","113,650.60",63.103,38,"59,246",14,56.3
Arizona,PHOENIX,4/19/2020,SOD  ,33.43,-112,71,83,59,"7,171,646","113,651.60",63.102,38,"59,246",14,56.3
Arizona,PHOENIX,4/20/2020,SOD  ,33.43,-112,75,87,62,"7,171,646","113,652.60",63.101,38,"59,246",14,56.3
Arizona,PHOENIX,4/21/2020,SOD  ,33.43,-112,73,83,63,"7,171,646","113,653.60",63.101,38,"59,246",14,56.3
Arizona,PHOENIX,4/22/2020,SOD  ,33.43,-112,76,91,61,"7,171,646","113,654.60",63.1,38,"59,246",14,56.3
Arizona,PHOENIX,4/23/2020,SOD  ,33.43,-112,74.9,87.4,62.4,"7,171,646","113,560.60",63.153,38,"59,246",14,56.3
Arizona,PHOENIX,4/24/2020,SOD  ,33.43,-112,75.2,87.7,62.7,"7,171,646","113,561.60",63.152,38,"59,246",14,56.3
Arizona,PHOENIX,4/25/2020,SOD  ,33.43,-112,75.6,88.1,63.1,"7,171,646","113,562.60",63.151,38,"59,246",14,56.3
Arizona,PHOENIX,4/26/2020,SOD  ,33.43,-112,75.9,88.4,63.4,"7,171,646","113,563.60",63.151,38,"59,246",14,56.3
Arizona,PHOENIX,4/27/2020,SOD  ,33.43,-112,76.2,88.7,63.7,"7,171,646","113,564.60",63.15,38,"59,246",14,56.3
Arizona,PHOENIX,4/28/2020,SOD  ,33.43,-112,76.5,89,64,"7,171,646","113,565.60",63.15,38,"59,246",14,56.3
Arizona,PHOENIX,4/29/2020,SOD  ,33.43,-112,76.8,89.3,64.4,"7,171,646","113,566.60",63.149,38,"59,246",14,56.3
Arizona,PHOENIX,4/30/2020,SOD  ,33.43,-112,77.2,89.6,64.7,"7,171,646","113,567.60",63.149,38,"59,246",14,56.3
Arizona,PHOENIX,5/1/2020,SOD  ,33.43,-112,77.5,89.9,65,"7,171,646","113,568.60",63.148,38,"59,246",14,56.3
Arizona,PHOENIX,5/2/2020,SOD  ,33.43,-112,77.8,90.3,65.4,"7,171,646","113,569.60",63.148,38,"59,246",14,56.3
Arizona,PHOENIX,5/3/2020,SOD  ,33.43,-112,78.1,90.6,65.7,"7,171,646","113,570.60",63.147,38,"59,246",14,56.3
Arizona,PHOENIX,5/4/2020,SOD  ,33.43,-112,78.4,90.9,66,"7,171,646","113,571.60",63.146,38,"59,246",14,56.3
Arizona,PHOENIX,5/5/2020,SOD  ,33.43,-112,78.8,91.2,66.3,"7,171,646","113,572.60",63.146,38,"59,246",14,56.3
Arizona,PHOENIX,5/6/2020,SOD  ,33.43,-112,79.1,91.5,66.6,"7,171,646","113,573.60",63.145,38,"59,246",14,56.3
Arizona,PHOENIX,5/7/2020,SOD  ,33.43,-112,79.4,91.9,66.9,"7,171,646","113,574.60",63.145,38,"59,246",14,56.3
Arizona,PHOENIX,5/8/2020,SOD  ,33.43,-112,79.7,92.2,67.2,"7,171,646","113,575.60",63.144,38,"59,246",14,56.3
Arizona,PHOENIX,5/9/2020,SOD  ,33.43,-112,80,92.5,67.5,"7,171,646","113,576.60",63.144,38,"59,246",14,56.3
Arizona,PHOENIX,5/10/2020,SOD  ,33.43,-112,80.3,92.8,67.8,"7,171,646","113,577.60",63.143,38,"59,246",14,56.3
Arizona,PHOENIX,5/11/2020,SOD  ,33.43,-112,80.6,93.2,68.1,"7,171,646","113,578.60",63.143,38,"59,246",14,56.3
Arizona,PHOENIX,5/12/2020,SOD  ,33.43,-112,80.9,93.5,68.4,"7,171,646","113,579.60",63.142,38,"59,246",14,56.3
Arizona,PHOENIX,5/13/2020,SOD  ,33.43,-112,81.2,93.8,68.7,"7,171,646","113,580.60",63.141,38,"59,246",14,56.3
Arizona,PHOENIX,5/14/2020,SOD  ,33.43,-112,81.5,94.1,69,"7,171,646","113,581.60",63.141,38,"59,246",14,56.3
California,LOS ANGELES,1/22/2020,SOD  ,33.94,-118.39,58,64,51,"39,557,045","155,751.40",253.976,36.7,"75,277",12.8,60
California,LOS ANGELES,1/23/2020,SOD  ,33.94,-118.39,60,69,51,"39,557,045","155,752.40",253.974,36.7,"75,277",12.8,60
California,LOS ANGELES,1/24/2020,SOD  ,33.94,-118.39,62,72,51,"39,557,045","155,753.40",253.972,36.7,"75,277",12.8,60
California,LOS ANGELES,1/25/2020,SOD  ,33.94,-118.39,58,65,50,"39,557,045","155,754.40",253.971,36.7,"75,277",12.8,60
California,LOS ANGELES,1/26/2020,SOD  ,33.94,-118.39,59,62,56,"39,557,045","155,755.40",253.969,36.7,"75,277",12.8,60
California,LOS ANGELES,1/27/2020,SOD  ,33.94,-118.39,60,70,50,"39,557,045","155,756.40",253.967,36.7,"75,277",12.8,60
California,LOS ANGELES,1/28/2020,SOD  ,33.94,-118.39,63,72,54,"39,557,045","155,757.40",253.966,36.7,"75,277",12.8,60
California,LOS ANGELES,1/29/2020,SOD  ,33.94,-118.39,70,78,62,"39,557,045","155,758.40",253.964,36.7,"75,277",12.8,60
California,LOS ANGELES,1/30/2020,SOD  ,33.94,-118.39,63,73,52,"39,557,045","155,759.40",253.962,36.7,"75,277",12.8,60
California,LOS ANGELES,1/31/2020,SOD  ,33.94,-118.39,66,81,51,"39,557,045","155,760.40",253.961,36.7,"75,277",12.8,60
California,LOS ANGELES,2/1/2020,SOD  ,33.94,-118.39,69,81,57,"39,557,045","155,761.40",253.959,36.7,"75,277",12.8,60
California,LOS ANGELES,2/2/2020,SOD  ,33.94,-118.39,60,67,53,"39,557,045","155,762.40",253.958,36.7,"75,277",12.8,60
California,LOS ANGELES,2/3/2020,SOD  ,33.94,-118.39,57,63,50,"39,557,045","155,763.40",253.956,36.7,"75,277",12.8,60
California,LOS ANGELES,2/4/2020,SOD  ,33.94,-118.39,52,60,44,"39,557,045","155,764.40",253.954,36.7,"75,277",12.8,60
California,LOS ANGELES,2/5/2020,SOD  ,33.94,-118.39,53,62,44,"39,557,045","155,765.40",253.953,36.7,"75,277",12.8,60
California,LOS ANGELES,2/6/2020,SOD  ,33.94,-118.39,55,64,45,"39,557,045","155,766.40",253.951,36.7,"75,277",12.8,60
California,LOS ANGELES,2/7/2020,SOD  ,33.94,-118.39,56,64,48,"39,557,045","155,767.40",253.949,36.7,"75,277",12.8,60
California,LOS ANGELES,2/8/2020,SOD  ,33.94,-118.39,57,64,50,"39,557,045","155,768.40",253.948,36.7,"75,277",12.8,60
California,LOS ANGELES,2/9/2020,SOD  ,33.94,-118.39,59,63,55,"39,557,045","155,769.40",253.946,36.7,"75,277",12.8,60
California,LOS ANGELES,2/10/2020,SOD  ,33.94,-118.39,66,77,54,"39,557,045","155,770.40",253.945,36.7,"75,277",12.8,60
California,LOS ANGELES,2/11/2020,SOD  ,33.94,-118.39,62,73,50,"39,557,045","155,771.40",253.943,36.7,"75,277",12.8,60
California,LOS ANGELES,2/12/2020,SOD  ,33.94,-118.39,58,66,49,"39,557,045","155,772.40",253.941,36.7,"75,277",12.8,60
California,LOS ANGELES,2/13/2020,SOD  ,33.94,-118.39,59,66,51,"39,557,045","155,773.40",253.94,36.7,"75,277",12.8,60
California,LOS ANGELES,2/14/2020,SOD  ,33.94,-118.39,58,66,50,"39,557,045","155,774.40",253.938,36.7,"75,277",12.8,60
California,LOS ANGELES,2/15/2020,SOD  ,33.94,-118.39,57,65,48,"39,557,045","155,775.40",253.936,36.7,"75,277",12.8,60
California,LOS ANGELES,2/16/2020,SOD  ,33.94,-118.39,59,67,51,"39,557,045","155,776.40",253.935,36.7,"75,277",12.8,60
California,LOS ANGELES,2/17/2020,SOD  ,33.94,-118.39,58,65,50,"39,557,045","155,777.40",253.933,36.7,"75,277",12.8,60
California,LOS ANGELES,2/18/2020,SOD  ,33.94,-118.39,62,68,55,"39,557,045","155,778.40",253.932,36.7,"75,277",12.8,60
California,LOS ANGELES,2/19/2020,SOD  ,33.94,-118.39,62,66,58,"39,557,045","155,779.40",253.93,36.7,"75,277",12.8,60
California,LOS ANGELES,2/20/2020,SOD  ,33.94,-118.39,65,77,53,"39,557,045","155,780.40",253.928,36.7,"75,277",12.8,60
California,LOS ANGELES,2/21/2020,SOD  ,33.94,-118.39,67,78,56,"39,557,045","155,781.40",253.927,36.7,"75,277",12.8,60
California,LOS ANGELES,2/22/2020,SOD  ,33.94,-118.39,62,66,57,"39,557,045","155,782.40",253.925,36.7,"75,277",12.8,60
California,LOS ANGELES,2/23/2020,SOD  ,33.94,-118.39,60,65,55,"39,557,045","155,783.40",253.923,36.7,"75,277",12.8,60
California,LOS ANGELES,2/24/2020,SOD  ,33.94,-118.39,59,66,51,"39,557,045","155,784.40",253.922,36.7,"75,277",12.8,60
California,LOS ANGELES,2/25/2020,SOD  ,33.94,-118.39,65,79,51,"39,557,045","155,785.40",253.92,36.7,"75,277",12.8,60
California,LOS ANGELES,2/26/2020,SOD  ,33.94,-118.39,68,81,55,"39,557,045","155,786.40",253.918,36.7,"75,277",12.8,60
California,LOS ANGELES,2/27/2020,SOD  ,33.94,-118.39,72,85,58,"39,557,045","155,787.40",253.917,36.7,"75,277",12.8,60
California,LOS ANGELES,2/28/2020,SOD  ,33.94,-118.39,75,87,62,"39,557,045","155,788.40",253.915,36.7,"75,277",12.8,60
California,LOS ANGELES,2/29/2020,SOD  ,33.94,-118.39,65,72,57,"39,557,045","155,789.40",253.914,36.7,"75,277",12.8,60
California,LOS ANGELES,3/1/2020,SOD  ,33.94,-118.39,58,63,53,"39,557,045","155,790.40",253.912,36.7,"75,277",12.8,60
California,LOS ANGELES,3/2/2020,SOD  ,33.94,-118.39,64,76,51,"39,557,045","155,791.40",253.91,36.7,"75,277",12.8,60
California,LOS ANGELES,3/3/2020,SOD  ,33.94,-118.39,70,80,59,"39,557,045","155,792.40",253.909,36.7,"75,277",12.8,60
California,LOS ANGELES,3/4/2020,SOD  ,33.94,-118.39,64,73,55,"39,557,045","155,793.40",253.907,36.7,"75,277",12.8,60
California,LOS ANGELES,3/5/2020,SOD  ,33.94,-118.39,62,67,56,"39,557,045","155,794.40",253.905,36.7,"75,277",12.8,60
California,LOS ANGELES,3/6/2020,SOD  ,33.94,-118.39,61,67,54,"39,557,045","155,795.40",253.904,36.7,"75,277",12.8,60
California,LOS ANGELES,3/7/2020,SOD  ,33.94,-118.39,61,65,56,"39,557,045","155,796.40",253.902,36.7,"75,277",12.8,60
California,LOS ANGELES,3/8/2020,SOD  ,33.94,-118.39,58,64,52,"39,557,045","155,797.40",253.901,36.7,"75,277",12.8,60
California,LOS ANGELES,3/9/2020,SOD  ,33.94,-118.39,62,73,51,"39,557,045","155,798.40",253.899,36.7,"75,277",12.8,60
California,LOS ANGELES,3/10/2020,SOD  ,33.94,-118.39,63,67,58,"39,557,045","155,799.40",253.897,36.7,"75,277",12.8,60
California,LOS ANGELES,3/11/2020,SOD  ,33.94,-118.39,65,70,59,"39,557,045","155,800.40",253.896,36.7,"75,277",12.8,60
California,LOS ANGELES,3/12/2020,SOD  ,33.94,-118.39,59,62,56,"39,557,045","155,801.40",253.894,36.7,"75,277",12.8,60
California,LOS ANGELES,3/13/2020,SOD  ,33.94,-118.39,57,60,54,"39,557,045","155,802.40",253.892,36.7,"75,277",12.8,60
California,LOS ANGELES,3/14/2020,SOD  ,33.94,-118.39,60,62,57,"39,557,045","155,803.40",253.891,36.7,"75,277",12.8,60
California,LOS ANGELES,3/15/2020,SOD  ,33.94,-118.39,60,65,54,"39,557,045","155,804.40",253.889,36.7,"75,277",12.8,60
California,LOS ANGELES,3/16/2020,SOD  ,33.94,-118.39,58,64,52,"39,557,045","155,805.40",253.888,36.7,"75,277",12.8,60
California,LOS ANGELES,3/17/2020,SOD  ,33.94,-118.39,54,61,47,"39,557,045","155,806.40",253.886,36.7,"75,277",12.8,60
California,LOS ANGELES,3/18/2020,SOD  ,33.94,-118.39,56,64,48,"39,557,045","155,807.40",253.884,36.7,"75,277",12.8,60
California,LOS ANGELES,3/19/2020,SOD  ,33.94,-118.39,57,62,52,"39,557,045","155,808.40",253.883,36.7,"75,277",12.8,60
California,LOS ANGELES,3/20/2020,SOD  ,33.94,-118.39,59,66,51,"39,557,045","155,809.40",253.881,36.7,"75,277",12.8,60
California,LOS ANGELES,3/21/2020,SOD  ,33.94,-118.39,61,66,55,"39,557,045","155,810.40",253.879,36.7,"75,277",12.8,60
California,LOS ANGELES,3/22/2020,SOD  ,33.94,-118.39,61,70,52,"39,557,045","155,811.40",253.878,36.7,"75,277",12.8,60
California,LOS ANGELES,3/23/2020,SOD  ,33.94,-118.39,61,65,57,"39,557,045","155,812.40",253.876,36.7,"75,277",12.8,60
California,LOS ANGELES,3/24/2020,SOD  ,33.94,-118.39,59,65,53,"39,557,045","155,813.40",253.874,36.7,"75,277",12.8,60
California,LOS ANGELES,3/25/2020,SOD  ,33.94,-118.39,59,63,54,"39,557,045","155,814.40",253.873,36.7,"75,277",12.8,60
California,LOS ANGELES,3/26/2020,SOD  ,33.94,-118.39,56,62,49,"39,557,045","155,815.40",253.871,36.7,"75,277",12.8,60
California,LOS ANGELES,3/27/2020,SOD  ,33.94,-118.39,58,64,51,"39,557,045","155,816.40",253.87,36.7,"75,277",12.8,60
California,LOS ANGELES,3/28/2020,SOD  ,33.94,-118.39,58,65,50,"39,557,045","155,817.40",253.868,36.7,"75,277",12.8,60
California,LOS ANGELES,3/29/2020,SOD  ,33.94,-118.39,59,66,51,"39,557,045","155,818.40",253.866,36.7,"75,277",12.8,60
California,LOS ANGELES,3/30/2020,SOD  ,33.94,-118.39,61,70,52,"39,557,045","155,819.40",253.865,36.7,"75,277",12.8,60
California,LOS ANGELES,3/31/2020,SOD  ,33.94,-118.39,64,72,55,"39,557,045","155,820.40",253.863,36.7,"75,277",12.8,60
California,LOS ANGELES,4/1/2020,SOD  ,33.94,-118.39,63,69,57,"39,557,045","155,821.40",253.861,36.7,"75,277",12.8,60
California,LOS ANGELES,4/2/2020,SOD  ,33.94,-118.39,64,69,59,"39,557,045","155,822.40",253.86,36.7,"75,277",12.8,60
California,LOS ANGELES,4/3/2020,SOD  ,33.94,-118.39,61,67,54,"39,557,045","155,823.40",253.858,36.7,"75,277",12.8,60
California,LOS ANGELES,4/4/2020,SOD  ,33.94,-118.39,61,67,55,"39,557,045","155,824.40",253.857,36.7,"75,277",12.8,60
California,LOS ANGELES,4/5/2020,SOD  ,33.94,-118.39,61,65,57,"39,557,045","155,825.40",253.855,36.7,"75,277",12.8,60
California,LOS ANGELES,4/6/2020,SOD  ,33.94,-118.39,59,62,56,"39,557,045","155,826.40",253.853,36.7,"75,277",12.8,60
California,LOS ANGELES,4/7/2020,SOD  ,33.94,-118.39,60,66,53,"39,557,045","155,827.40",253.852,36.7,"75,277",12.8,60
California,LOS ANGELES,4/8/2020,SOD  ,33.94,-118.39,57,62,51,"39,557,045","155,828.40",253.85,36.7,"75,277",12.8,60
California,LOS ANGELES,4/9/2020,SOD  ,33.94,-118.39,54,57,51,"39,557,045","155,829.40",253.848,36.7,"75,277",12.8,60
California,LOS ANGELES,4/10/2020,SOD  ,33.94,-118.39,60,67,52,"39,557,045","155,830.40",253.847,36.7,"75,277",12.8,60
California,LOS ANGELES,4/11/2020,SOD  ,33.94,-118.39,60,68,51,"39,557,045","155,831.40",253.845,36.7,"75,277",12.8,60
California,LOS ANGELES,4/12/2020,SOD  ,33.94,-118.39,61,62,59,"39,557,045","155,832.40",253.844,36.7,"75,277",12.8,60
California,LOS ANGELES,4/13/2020,SOD  ,33.94,-118.39,61,65,57,"39,557,045","155,833.40",253.842,36.7,"75,277",12.8,60
